Notional_Amount_Local_Currency,Trade_Vendor_ID_Original,Issue_Currency,Fitch_Short_Term_Rating_Date,Broker_Commission_Amount_Local_Currency,Contract_Size,ICB_Supersector_Description,GICS_Sub_Industry_Description,GICS_Industry_Group_Code,Lag_Days,Vanguard_ID_VID,VICS_L4_Name,Original_Cost_Base_Currency,Trade_Reason,Amortization_Value_Local_Currency,Cash_Transaction_Purpose_code,Vanguard_Transaction_Code,Bloomberg_Industry_Sector_Code,Foreign_Tax__Base_Currency,Barclays_L1_Description,Security_Main_Type,Barclays_L2_Description,Barclays_L4_Description,Corporate_Action_Type,Settlement_Date,Barclays_L3_Description,State_Code,Advisor_ID,Market_Identification_Code_MIC,Amortization_Value_Base_Currency,Final_Maturity,Executing_Broker_Code,Contra_Currency,Cancelled_Indicator,GICS_Industry_Code,Par_Amount,Russell_Subsector_Description,Position_OpenClose_Indicator,Field_144A_Flag,CRD_Alloc_ID,Fitch_Short_Term_Rating_Code,Accrued_Interest_Base_Currency,Issue_Price,Parent_Contract_ID_VID,Primary_Asset_ID,Russell_Industry_Description,Order_Reference_ID,Interest_Prepaid_Gross_Settlement,Broker_Commission_Type_Code,Cash_Transaction_Purpose_Description,Clearing_House,Coupon_Rate_Type,Dated_Date,Escrowed_to_Maturity_Date,Next_Coupon_Date,Security_Short_Description,Prerefunded_Price,Corporate_Action_Factor,Bloomberg_Industry_Subgroup_Code,Commission_Rate,Ticker,Bloomberg_Industry_Group_Code,Fund_ID,Transaction_Interval_Batch_Type,Tax_Status,Original_Cost_Local_Currency,GICS_Industry_Description,Exchange_Rate_Settlement_to_Base,GainLoss_Local_Currency,CRD_Sec_ID,Sleeve_ID,Bloomberg_Industry_Subgroup_Description,Account_Type,Income_Accrual_Settlement_Currency,Corporate_Action_Type_Code,VICS_L2_Code,External_Transaction_ID,Principal_Base_Currency,Collateral_Units,Additional_Transaction_Fee_Type_2,Additional_Transaction_Fee_Type_1,Port_ID,Additional_Transaction_Fee_Type_4,FX_Purchased_Currency,Additional_Transaction_Fee_Type_3,Additional_Transaction_Fee_Type_6,SP_Short_Term_Rating,Additional_Transaction_Fee_Type_5,OCC_Options_Clearing_Corporation_ID,Russell_Subsector_Code,Price_Base_Currency,Corporate_Action_Market_Value_Local_Currency,Next_Call_Date,Percentage_Foreign_Tax,First_Coupon_Date,CINS,ICB_Supersector_Code,Security_End_Date,Investment_Type,Underlying_ID,SP_Long_Term_Rating,PutCall_Flag,Net_Settle_Amount__Base_Currency,Strategy_Code,Bloomberg_Country_of_Risk,CUSIP,Clearing_Broker_Code,CRIMS_CUSIP,Vanguard_Issuer_ID_VEI,Corporate_Action_Other_Side_Security,ICB_Subsector_Description,Russell_Industry_Code,Previous_External_ID,GICS_Sector_Description,VICS_L1_Code,Moody_Long_Term_Rating,Base_Currency,Pay_Currency_Code,Net_Settle_Amount_Settlement_Currency,PFIC_Indicator,Russell_Sector_Code,Russell_Sector_Description,Next_Rate_Change_Date,Transaction_Coupon_Rate,Foreign_Tax_Income_Currency,NAICS_Code,GainLoss_Base_Currency,Next_Call_Price,RIC_Code,Prerefunded_Type,Conversion_Ratio,Notional_Amount_Base_Currency,Long_Short_Indicator,Expiration_Date,SEDOL5,SIC_Code,Blackrock_Cusip,Blackrock_Security_Type,SEDOL3,SEDOL4,Next_Put_Date,SEDOL1,Parent_Co_ID,SEDOL2,Brokerage_Amount__Base_Currency,Corporate_Action_Subtype,Effective_Date,Corporate_Action_Sub_Type_Code,Rate_Change_Frequency,ICB_Subsector_Code,Bloomberg_Industry_Sector_Description,LoanX_ID,Option_Standard_Identifier_OPRA_ID,Bloomberg_Issuer_Industry_Code,SP_Short_Term_Rating_Date,ICB_Industry_Code,MSCI_Country_of_Risk,FIGI_ID,Universal_Swap_Identifier_USI,Country_of_Incorporation,Net_Trade_Amount__Base_Currency,Trade_Vendor_Source_Code,File_Effective_Date,Accrual_Method,Post_Reverse_Date_Time,SP_Long_Term_Rating_Date,Additional_Transaction_Fee_Amount_4,Additional_Transaction_Fee_Amount_3,Ultimate_Parent_Co_ID,Additional_Transaction_Fee_Amount_2,Blackrock_Security_Group,Additional_Transaction_Fee_Amount_1,Bloomberg_Issuer_Industry_Description,DTC_CUSIP,VICS_L3_Name,Coupon_Rate,Barclays_L4_Classification_Code,Corporate_Action_Market_Value_Base_Currency,Contract_Type,FTSE_Country_of_Risk,FX_Sold_Amount_Base_Currency,ICB_Industry_Description,Additional_Transaction_Fee_Amount_6,Additional_Transaction_Fee_Amount_5,Prerefunded_Date,Leg_Type_Code,Barclays_Level_3_Classification_Code,Issue_Date,Principal_Or_Agent_Code,Accrued_Interest_Local_Currency,Account_Name,VICS_L1_Name,Moody_Short_Term_Rating,FX_Purchased_Amount_Base_Currency,Trade_Date,Receive_Currency_Code,ICB_Sector_Code,Exchange_Code,Primary_Asset_ID_Type,Muni_Type,Bond_Payment_Frequency,Field_42_CP_Indicator,Maturity_Date,Coupon_Currency,Settlement_Currency,Percentage_Foreign_Tax_Reclaimable,Trade_Currency,Bloomberg_ISO_Country,Original_Face_Value,Barclays_Level_1_Classification_Code,Bloomberg_Security_Type,ICB_Sector_Description,Fitch_Long_Term_Rating_Code,Trade_Vendor_Source_Name,VICS_L3_Code,Net_Trade_Amount_Trade_Currency,GICS_Sub_Industry_Code,GICS_Industry_Group_Description,Exchange_Rate_Trade_to_Settlement,Transaction_Type_Description_Code,Trade_Block_ID,Moody_Short_Term_Rating_Date,Barclays_Level_2_Classification_Code,Cancel_Status,Dividend_Currency,Price,Exchange_Rate_Trade_to_Base,Illiquid_Security,Bloomberg_Industry_Group_Description,FX_Sold_Currency,Shares_Outstanding,Principal_Local_Currency,Vanguard_Cash_Type,FX_Purchased_Amount,Transaction_Type_Description,Issuer_Name,Fitch_Long_Term_Rating_Date,FX_Sold_Amount,Bloomberg_Security_Type_2,Moody_Long_Term_Rating_Date,Yield_at_Cost,Primary_Trading_Currency,Counterparty,Strike_Price,Accrued_Interest_Days,VICS_L2_Name,VICS_L4_Code,NX_Security_Type,Quantity,ISIN,Transaction_DateTime_Stamp,LEI,Cancel_Date,Bloomberg_Deal_ID,GICS_Sector_Code,Security_Long_Description
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,AANA,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,9909,EOD,,,,1.0,,,,,A,,,,85073113_2,,,,,AANA,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-51325.28,,,,,,,,,,,,,,USD,USD,-51325.28,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-51325.28,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Equity Income-EIG,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-51325.28,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-51325.28,,2022-07-11,,,,,US Dollar
0.0,,CAD,,,,,,,,,,,,,EXPENSE_CAD,,,,,,,,,2022-07-11,,,ABGQ,,,,,,,,,,,,,,,,,CASHCAD,,,,,,,,,,,Canadian Dollar,,,,,CAD,,A213,EOD,,,,1.0,,,,,A,,,,85074379_2,,,,,ABGQ,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-386.55,,,,,,,,,,,,,,CAD,CAD,-386.55,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-386.55,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Min Vol,,,,2022-07-11,CAD,,,CASH,,,,,CAD,CAD,,CAD,CA,,,,,,FFS,,-386.55,,,,EXP_ACCRL,,,,,CAD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,CAD,,,,,,CRNY,-386.55,,2022-07-11,,,,,Canadian Dollar
0.0,,USD,,,,,,,,,,,ICAP,,,,,,,,,,,2022-07-11,,,AAAX,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,9811,EOD,,,,1.0,,,,,A,,,,85086794_2,,,,,AAAX,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,763.56,,,,,,,,,,,,,,USD,USD,763.56,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,763.56,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Explorer-Cash,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,763.56,,,,CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Cash Deposit,,,,,,,USD,,,,,,CRNY,1.0,,2022-07-11,,,,,US Dollar
0.0,,CAD,,,,,,,,,,,USPO Cash W/O,,MARGIN,,,,,,,,,2022-07-11,,,AAJD,,,,,,,,,,,,,,,,,MARGINCAD,,,,,,,,,,,Synthetic Cash - MARGIN Canadian Dollar,,,,,,,A252,EOD,,,,1.0,,,,,A,,,,85086767_2,,,,,AAJD,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,0.001,,,,,,,,,,,,,,CAD,CAD,0.001,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.001,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Windsor US Value-Cash,,,,2022-07-11,CAD,,,NXCASHID,,,,,CAD,CAD,,CAD,,,,,,,FFS,,0.001,,,,MGN_CASHDEP,,,,,CAD,1.0,1.0,,,,,,,,Margin Cash Deposit,,,,,,,CAD,,,,,,RF.CUR,1.0,,2022-07-11,,,,,Synthetic Cash - MARGIN Canadian Dollar
0.0,,CAD,,,,,,,,,,,Cash Backing,,,,,,,,,,,2022-07-15,,,ABGQ,,,,BARCLAY_FX,,,,,,,,,,,,,CASHCAD,,20220711085822UIDX_000002,,,,,,,,,Canadian Dollar,,,,,CAD,,A213,EOD,,,,1.29955,,,,,A,,,,85080020_2,,,,,ABGQ,,CAD,,,,,,,0.9973344493,0.0,,,,,,,CASH,,,,0.0,CSHMANAGE,,,,,,,,,,,,,CAD,CAD,0.0,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.0,CRD,,,,,,,,,,,,,,,,0.0,,,-1166881.1887215,,,,,,,,,,AV-Global Min Vol,,,1170000.0,2022-07-11,CAD,,,CASH,,,,,CAD,USD,,CAD,CA,,,,,,CRD,,0.0,,,,FXSPOT-BUY,20220711085821UIDX,,,,CAD,0.767446,1.0,,,USD,,,,1170000.0,Forex - Buy Spot,,,-897911.73,,,,CAD,,,,,,CRNY,1170000.0,,2022-07-11,,,,,Canadian Dollar
0.0,,,,,,Energy,Oil & Gas Refining & Marketing,1010,,V6044,,,,,,,10007,16.35,Corporate,EQ,Industrial,Refining,Dividend - Cash,2022-07-20,Energy,,ABGS,XNYS,,,,,,101020,0.01,,,N,,,,0.0,,24665A103,Oil: Refining & Marketing,,,,,,,,,,DELEK US HOLDING,,,138,,DK,20048,A215,SOD,,,"Oil, Gas & Consumable Fuels",1.0,,,,Oil Refining&Marketing,A,,DVCA,,84833644_2,,,,,ABGS,,,,,,,,,,92.65,,0.15,,,6010,,EQ,V6044,,,92.65,,US,24665A103,,,VEI0030207,,Oil Refining and Marketing,605,,Energy,,,USD,USD,92.65,,6,Energy,,.2,16.35,324110,,0.0,DK.N,,,0.0,L,,,,,,,,,BF5P189,VEI0001744,,,Special,2022-07-11,SPEC,,60101020,Energy,,,Oil Refining&Marketing,,60,US,BBG00FZYJDX8,,US,92.65,SMARTCO,,,,,,,VEI0030207,,,,Oil Refining&Marketing,,,0.0,CAED,92.65,,US,,Energy,,,,,CAE,,,,AV-Global Momentum Factor,,,,2022-07-11,USD,601010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,"Oil, Gas & Coal",,SmartCo,,92.65,10102030,Energy,,CASHDIV,,,CA,,USD,0.0,1.0,,Oil&Gas,,70745085,,,,Cash Dividend,Delek US Holdings Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,545.0,US24665A1034,2022-07-03,5493003O53JMENV1N385,,,10,Delek US Holdings Inc
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,AACU,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,9804,EOD,,,,1.0,,,,,A,,,,85078491_2,,,,,AACU,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-3.3595,,,,,,,,,,,,,,USD,USD,-3.3595,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-3.3595,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Windsor II-Cash,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,-3.3595,,,,CASHWITH,,,,,USD,1.0,1.0,,,,,,,,Cash Withdrawal,,,,,,,USD,,,,,,CRNY,-1.0,,2022-07-11,,,,,US Dollar
-94425.0,,USD,,,50.0,,,,,V1029083001,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAJG,IFUS,,,,,,,,,,,,,,,,V1029083001,,,,,,,,,,,MSCI EAFE         Sep22,,,,,MFSU2,,A253,EOD,,,,1.29955,,,,,A,,,,85071926_2,,,,,AAJG,,,,,,,,,1.29955,0.0,,,,,,,FT,V1029083001,,,-122710.00875,,,,,,VEI0037659,,,,,,,,CAD,USD,-94425.0,,,,,,,,,,,,,-122710.00875,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-122710.00875,SMARTCO,,,,,,,VEI0037659,,,,,,,,,0.0,,,,,,,,,,2019-09-23,,,AV-IntGrow-Cash,,,,2022-07-11,USD,,IFUS,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-94425.0,,,,MARGIN2,,,,,,1.0,1.29955,,,,,,,,Margin Variation (Margin),ICE US mini MSCI EAFE Index Futures,,,,,,USD,,,,,,DE.IND,-1888.5,,2022-07-11,,,109204996,,MSCI EAFE         Sep22
193098.21,,USD,,1.45,50.0,,,,,V1031983301,,,Cashflow,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFH,XCME,,,ML_FUTURES,,,,,,,,,,,,,V1031983301,,20220711161515U91N_000002,,Broker,,,,,,,S&P500 EMINI FUT  Sep22,,,,1.45,ESU2,,A064,EOD,,,,1.0,,,,,A,,,,85125585_2,,,,No Fee,AAFH,,,,,,,,,3861.964286,0.0,,,,,,,FT,V1031983301,,,193096.76,CF,,,,,VEI0005366,,,,,,,,USD,USD,193096.76,,,,,,,,,,,,,193098.21,L,2022-09-16,,,,,,,,,,,1.45,,2022-07-11,,,,,,,,,,,,,,193096.76,CRD,,,,,,,VEI0005366,,,0.0,,,,,,0.0,,,,,,,,,,2021-06-07,,,AV-Strategic Equity Fund,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,CRD,,193096.76,,,,SELLLFUT,20220711161515U91N,,,,,3861.964286,1.0,,,,,,,,Sell/Close Long Future,CME E-Mini Standard & Poor's 500 Index Future,,,,,,USD,,,,,,DE.IND,-1.0,,2022-07-11,,,,,S&P500 EMINI FUT  Sep22
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,AAIP,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A035,EOD,,,,1.0,,,,,A,,,,85086581_2,,,,,AAIP,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,0.005,,,,,,,,,,,,,,USD,USD,0.005,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.005,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Multifactor Fund,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,0.005,,,,CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Cash Deposit,,,,,,,USD,,,,,,CRNY,1.0,,2022-07-11,,,,,US Dollar
-10132.0,,EUR,,,200.0,,,,,V1034474401,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,XEUE,,,,,,,,,,,,,,,,V1034474401,,,,,,,,,,,AMSTERDAM IDX FUT Aug22,,,,,EOQ2,,A131,EOD,,,,1.00835,,,,,A,,,,85071921_2,,,,,AAIZ,,,,,,,,,1.00835,0.0,,,,,,,FT,V1034474401,,,-10216.6022,,,,,,VEI0028803,,,,,,,,USD,EUR,-10132.0,,,,,,,,,,,,,-10216.6022,L,2022-08-19,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-10216.6022,SMARTCO,,,,,,,VEI0028803,,,,,,,,,0.0,,,,,,,,,,2022-05-22,,,ASF Equity Futures,,,,2022-07-11,EUR,,XEUE,VID,,,N/A,,,EUR,,EUR,,,,Physical index future.,,,SmartCo,,-10132.0,,,,MARGIN2,,,,,,1.0,1.00835,,,,,,,,Margin Variation (Margin),Euronext Amsterdam Index Future,,,,,,EUR,,,,,,DE.IND,-50.66,NLEN05957381,2022-07-11,,,,,AMSTERDAM IDX FUT Aug22
-16775.0,,USD,,,5000.0,,,,,V1029256201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,ABER,XCBT,,,,,,,,,,,,,,,,V1029256201,,,,,,,,,,,KC HRW WHEAT FUT  Sep22,,,,,KWU2,,A131,EOD,,,,1.0,,,SL0051,,SL,,,,85071880_2,,,,,SL0051,,,,,,,,,1.0,0.0,,,,,,,FT,V1029256201,,,-16775.0,,,,,,VEI0022612,,,,,,,,USD,USD,-16775.0,,,,,,,,,,,,,-16775.0,L,2022-09-14,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-16775.0,SMARTCO,,,,,,,VEI0022612,,,,,,,,,0.0,,,,,,,,,,2020-07-15,,,ASF Commodity Cayman,,,,2022-07-11,USD,,XCBT,VID,,,N/A,,,USD,,USD,,,,Physical commodity future.,,,SmartCo,,-16775.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),KCBT Hard Red Winter Wheat Future,,,,,,USD,,,,,,DE.COMM,-3.355,,2022-07-11,,,123156053,,KC HRW WHEAT FUT  Sep22
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,AAIZ,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A131,EOD,,,,1.0,,,,,A,,,,85078352_2,,,,,AAIZ,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,56694.6,,,,,,,,,,,,,,USD,USD,56694.6,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,56694.6,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Equity Futures,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,56694.6,,,,CSH2MGN,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,USD,,,,,,RF.CUR,56694.6,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
0.0,,USD,,,,Insurance,Property & Casualty Insurance,4030,,V2292,,,CA Dividend Tax,,,,10008,,Corporate,EQ,Financial Institutions,P&C,,2022-07-11,Insurance,,ABGR,XNYS,,,,,,403010,24.15,,,N,,,,0.0,,H1467J104,Insurance: Property-Casualty,,,,,,,,,,CHUBB LTD,,,165,,CB,20055,A214,EOD,,,Insurance,1.0,,,,Multi-line Insurance,A,,,,85073519_2,,,,,ABGR,,,,,,,,,1.0,0.0,,,,H1467J104,3030,,EQ,V2292,,,344.491,,US,H1467J104,,,VEI0003946,,Property & Casualty Insurance,542,,Financials,,,USD,USD,344.491,,10,Financial Services,,,,524126,,0.0,CB.N,,,0.0,L,,,,,,,,,B3BQMF6,,,,,2022-07-11,,,30302025,Financial,,,Multi-line Insurance,,30,US,BBG000BR16M8,,CH,344.491,FFS,,,,,,,VEI0003946,,,,Multi-line Insurance,,,0.0,CCDB,0.0,,US,,Financials,,,,,CCD,,,,AV-Global Value Factor,,,,2022-07-11,USD,303020,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,Non-life Insurance,,FFS,,344.491,40301040,Insurance,,CASHDEP,,,CC,,USD,1.0,1.0,,Insurance,,423711369,,,,Cash Deposit,Chubb Ltd,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,344.491,CH0044328745,2022-07-11,E0JAN6VLUDI1HITHT809,,,40,Chubb Ltd
-4672.5,,USD,,,5.0,,,,,V1031412501,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIO,XCME,,,,,,,,,,,,,,,,V1031412501,,,,,,,,,,,SP500 MIC EMIN FUTSep22,,,,,HWAU2,,A034,EOD,,,,1.0,,,,,A,,,,85071905_2,,,,,AAIO,,,,,,,,,1.0,0.0,,,,,,,FT,V1031412501,,,-4672.5,,,,,,VEI0056022,,,,,,,,USD,USD,-4672.5,,,,,,,,,,,,,-4672.5,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,US,-4672.5,SMARTCO,,,,,,,VEI0056022,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,AV-US Multifactor ETF,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-4672.5,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),Micro E-mini S&P 500 futures,,,,,,USD,,,,,,DE.IND,-934.5,,2022-07-11,,,132231995,,SP500 MIC EMIN FUTSep22
-20776.0,,EUR,,,10.0,,,,,V1034119701,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,XMRV,,,,,,,,,,,,,,,,V1034119701,,,,,,,,,,,IBEX 35 INDX FUTR Jul22,,,,,IBN2,,A131,EOD,,,,1.00835,,,,,A,,,,85071916_2,,,,,AAIZ,,,,,,,,,1.00835,0.0,,,,,,,FT,V1034119701,,,-20949.4796,,,,,,VEI0028800,,,,,,,,USD,EUR,-20776.0,,,,,,,,,,,,,-20949.4796,L,2022-07-15,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-20949.4796,SMARTCO,,,,,,,VEI0028800,,,,,,,,,0.0,,,,,,,,,,2022-04-19,,,ASF Equity Futures,,,,2022-07-11,EUR,,XMRV,VID,,,N/A,,,EUR,,EUR,,,,Physical index future.,,,SmartCo,,-20776.0,,,,MARGIN2,,,,,,1.0,1.00835,,,,,,,,Margin Variation (Margin),MEFF Madrid IBEX 35 Index Future,,,,,,EUR,,,,,,DE.IND,-2077.6,ES0B00096015,2022-07-11,,,,,IBEX 35 INDX FUTR Jul22
0.0,,CAD,,,,,,,,,,,,,EXPENSE_CAD,,,,,,,,,2022-07-11,,,AAJM,,,,,,,,,,,,,,,,,CASHCAD,,,,,,,,,,,Canadian Dollar,,,,,CAD,,A053,EOD,,,,1.0,,,,,A,,,,85074373_2,,,,,AAJM,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-515.17,,,,,,,,,,,,,,CAD,CAD,-515.17,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-515.17,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-FTSE Dv xNA HDY Ix ETF,,,,2022-07-11,CAD,,,CASH,,,,,CAD,CAD,,CAD,CA,,,,,,FFS,,-515.17,,,,EXP_ACCRL,,,,,CAD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,CAD,,,,,,CRNY,-515.17,,2022-07-11,,,,,Canadian Dollar
-2160.0,,EUR,,,10.0,,,,,V1029263401,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFS,XEUR,,,,,,,,,,,,,,,,V1029263401,,,,,,,,,,,EURO STOXX 50     Sep22,,,,,VGU2,,A124,EOD,,,,1.00835,,,,,A,,,,85071823_2,,,,,AAFS,,,,,,,,,1.00835,0.0,,,,,,,FT,V1029263401,,,-2178.036,,,,,,VEI0022687,,,,,,,,USD,EUR,-2160.0,,,,,,,,,,,,,-2178.036,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-2178.036,SMARTCO,,,,,,,VEI0022687,,,,,,,,,0.0,,,,,,,,,,2020-09-20,,,AV-Global Min Volatililty,,,,2022-07-11,EUR,,XEUR,VID,,,N/A,,,EUR,,EUR,,,,Physical index future.,,,SmartCo,,-2160.0,,,,MARGIN2,,,,,,1.0,1.00835,,,,,,,,Margin Variation (Margin),Eurex EURO STOXX 50 Future,,,,,,EUR,,,,,,DE.IND,-216.0,DE000C5SKSC4,2022-07-11,,,25518459,,EURO STOXX 50     Sep22
-28925.0,,USD,,,50.0,,,,,V1031983301,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIJ,XCME,,,,,,,,,,,,,,,,V1031983301,,,,,,,,,,,S&P500 EMINI FUT  Sep22,,,,,ESU2,,A028,EOD,,,,1.0,,,,,A,,,,85071898_2,,,,,AAIJ,,,,,,,,,1.0,0.0,,,,,,,FT,V1031983301,,,-28925.0,,,,,,VEI0005366,,,,,,,,USD,USD,-28925.0,,,,,,,,,,,,,-28925.0,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-28925.0,SMARTCO,,,,,,,VEI0005366,,,,,,,,,0.0,,,,,,,,,,2021-06-07,,,AV-US Value Factor ETF,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-28925.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-Mini Standard & Poor's 500 Index Future,,,,,,USD,,,,,,DE.IND,-578.5,,2022-07-11,,,,,S&P500 EMINI FUT  Sep22
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,MARGIN,,,,,,,,,2022-07-11,,,AAHV,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,0161,EOD,,,,1.0,,,,,A,,,,85086689_2,,,,,AAHV,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,0.5,,,,,,,,,,,,,,USD,USD,0.5,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.5,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Small Company - Cash,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,FFS,,0.5,,,,MGN_CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Margin Cash Deposit,,,,,,,USD,,,,,,RF.CUR,1.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
